DEVICE NAME,DESCRIPTION,DIRECTORY NUMBER 1,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 22,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 25,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 2,DIRECTORY NUMBER 29,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 2,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 5,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER ,DIRECTORY NUMBER 9,DIRECTORY NUMBER 5
CIPCgggg,|CST|5F|CIPC|BAS|5|Erin Brown|UNKNOWN|FOP||NON|,554115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Hidetoshi Kino|UNKNOWN|FOP||NON|NON,554116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Julio Gonzalez|UNKNOWN|FOP||REC|,554117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|BAS|2|David Braswell|UNKNOWN|FOP||NON|,554118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgggg,|CST|5F|CIPC|BAS|5|Carl Heineking|UNKNOWN|FOP||NON|,554119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Ed Heredia|UNKNOWN|FOP||NON|,554120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Chet Olszewski|UNKNOWN|FOP||NON|,554121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Frank Paris|UNKNOWN|FOP||NON|,554122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|BAS|2|Habib Shirazi|UNKNOWN|FOP||NON|,554123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Mark Slebodnik|UNKNOWN|FOP||NON|,554124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgggg,|CST|5F|CIPC|BAS|5|Stuart Springer|UNKNOWN|FOP||NON|,554125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Ronald Vinnedge|UNKNOWN|FOP||NON|,554126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Pete Mitchell|UNKNOWN|FOP||NON|,554127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgggg,|CST|5F|CIPC|BAS|5|Ron Frazier|UNKNOWN|FOP||NON|,554128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Rodney Hamman|UNKNOWN|FOP||NON|,554129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggBB,|CST|5F|CIPC|BAS|9|Raquel Viola|UNKNOWN|NTX||NON|NON,554130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaBBBB,|CST|5F|CIPC|BAS|299|Carrie Franz|UNKNOWN|FOP||NON|NON,554131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS||Kent Ryther|UNKNOWN|FOP||NON|,554132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgggg,|CST|5F|CIPC|BAS|5|Gretchen Tosatto|UNKNOWN|FOP||NON|NON,554133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS|9|Daniel Coon|UNKNOWN|FOP||NON|,554134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|BAS|9|Erwin Jillson|UNKNOWN|FOP||NON|,554135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgggg,|CST|5F|CIPC|ENH|5|Diana Hianik|UNKNOWN|FOP||NON|,554136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDECABBB,|CST|5F|CIPC|ENH|22|Allan Feeney|UNKNOWN|FOP||NON|,554137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Glenn Aranas|UNKNOWN|FOP||NON|,554138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgggg,|CST|5F|CIPC|STD|5|Gaylon Franklin|UNKNOWN|FOP||NON|,554139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|STD|2|Jennifer Neidl|UNKNOWN|FOP||REC|,554140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|STD|2|Julie Freeman|UNKNOWN|FOP||REC|,554141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaagg,|CST|5F|CIPC|STD|25|Brittany Jensen|UNKNOWN|FOP||REC|,554142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaBB,|CST|5F|CIPC|STD|29|John Zielinski|UNKNOWN|FOP||NON|,554143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||John Wagner|UNKNOWN|FOP||NON|,554144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Curt Carby|UNKNOWN|FOP||NON| 5,554145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Filomena LoRusso|UNKNOWN|FOP||REC|,554146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggggaa,|CST|5F|CIPC|STD|52|Vivek Ginde|UNKNOWN|FOP||REC|,554147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgggg,|CST|5F|CIPC|STD|5|Jacqueline Meredith|UNKNOWN|FOP||REC|,554148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgggg,|CST|5F|CIPC|STD|5|Melanie Elliott|UNKNOWN|FOP||REC|,554149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggggBB,|CST|5F|CIPC|STD|59|Julie Gann|UNKNOWN|FOP||REC|,554150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Dianne Loyd|UNKNOWN|FOP||REC|,554151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Shelly Awasthi|UNKNOWN|FOP||REC|,554152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Fred Gosbeth|UNKNOWN|FOP||REC|,554153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Ana Pena|UNKNOWN|FOP||NON|NON,554154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Karen Robinson|UNKNOWN|FOP||NON|,554155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|STD|2|Olita McLemore|UNKNOWN|FOP||NON|NON,554156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|STD|2|Tina Peck|UNKNOWN|FOP||NON|NON,554157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|STD|2|Christina Novak|UNKNOWN|FOP||REC|,554158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaBB,|CST|5F|CIPC|STD|29|James Masters|UNKNOWN|FOP||NON|NON,554159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|STD|2|Cynthia Fenton|UNKNOWN|FOP||NON|NON,554160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Kevin Farrell|UNKNOWN|FOP||NON|NON,554161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Mike Winn|UNKNOWN|FOP||NON|NON,554162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Chris Kasper|UNKNOWN|FOP||NON|,554163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Olga Lopez|UNKNOWN|FOP||REC|,554164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggBB,|CST|5F|CIPC|STD|9|Keshia Banks|UNKNOWN|FOP||NON|,554165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Lindell Myers|UNKNOWN|FOP||NON|NON,554166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|STD|2|Hugo Hernandez|UNKNOWN|FOP|NON|NON|NON,554167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|STD|2|Rick Rosero|UNKNOWN|FOP||NON|NON,554168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|5F|CIPC|STD|2|Deevon Coats|UNKNOWN|FOP||NON|,554169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggBB,|CST|5F|CIPC|STD|9|Lynn Hamblin|UNKNOWN|FOP||NON|NON,554170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|CIPC|STD||Karen BarrHernandez|UNKNOWN|FOP||NON|NON,554171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggBB,|CST|5F|CIPC|STD|9|Tina Foli|UNKNOWN|FOP||NON|NON,554172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggBB,|CST|5F|CIPC|STD|9|Ediht Garcia|UNKNOWN|FOP||NON|NON,554173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggBB,|CST|5F|CIPC|STD|9|Gary Lydon|UNKNOWN|FOP||NON|NON,554174,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggBB,|CST|5F|CIPC|STD|9|Elise Grillo|UNKNOWN|FOP||REC|,554175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggBB,|CST|5F|CIPC|STD|9|Stephanie Yapi|UNKNOWN|FOP||REC|,554176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggggBB,|CST|5F|CIPC|STD|59|Andy Rebar|UNKNOWN|FOP||REC|,554177,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSFggggBB,|CST|5F|CSF|STD|59|Andy Rebar|UNKNOWN|FOP||REC|,554178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSFJABBER,|CST|5F|CSF|STD|9|t|UNKNOWN|FOP||REC|,554179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaagg,|CST|5F|IP C|BAS|25|Sara Mason|UNKNOWN|NTX||NON|NON,554180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggggaaaa,|CST|5F|IP C|BAS|522|Michael Dodd|UNKNOWN|NTX||NON|NON,554181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|IP C|BAS||Craig Poggenpohl|UNKNOWN|NTX||NON|NON,554182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCgg,|CST|5F|IP C|STD||Marcela Oajdea|UNKNOWN|NTX||REC|,554183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52FFTM|CIPC|ENH||Mike Arney|UNKNOWN|FOP||NON|NON,554184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52FFTM|CIPC|STD||Maksim Beihoff|UNKNOWN|FOP||NON|NON,554185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaaa,|CST|52FFTM|CIPC|STD|2|Shanicka Hopgood|UNKNOWN|FOP||NON|NON,554186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52FFTM|CIPC|STD||Adam Barash|UNKNOWN|FOP||NON|NON,554187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaagg,|CST|52FFTM|CIPC|STD|5|Greg Strowig|UNKNOWN|FOP||NON|NON,554188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaaa,|CST|52FFTM|CIPC|STD|2|Chris Baumgartner|UNKNOWN|FOP||NON|NON,554189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52FFTM|CIPC|STD||Scott Calhoun|UNKNOWN|FOP||NON|NON,554190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaaa,|CST|52FFTM|CIPC|STD|2|Aaron Hill|UNKNOWN|FOP||NON|NON,554191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52FFTM|CIPC|STD||Gregg Van Dusen|UNKNOWN|FOP||NON|NON,554192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52FFTM|CIPC|STD||Doug Stelpflug|UNKNOWN|FOP||NON|NON,554193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52FFTM|CIPC|STD||Brent Frafjord|UNKNOWN|FOP||NON|NON,554194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52FFTM|CIPC|STD||Mike Conner|UNKNOWN|FOP||NON|NON,554195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52FFTM|CIPC|STD||Peter Voss|UNKNOWN|FOP||NON|NON,554196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52FFTM|CIPC|STD||Lance Clark|UNKNOWN|FOP||NON|NON,554197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52FFTM|CIPC|STD||Keith McDonald|UNKNOWN|FOP||NON|NON,554198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaBB,|CST|52FFTM|CIPC|STD|9|Cindy Heinz|UNKNOWN|FOP||NON|NON,554199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggABBaaaagg,|CST|52|92|BAS||Rowdy Teague|FCH9TCN|NTX||NON|NON,554200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggABBaaaaEBBgg,|CST|52|92|BAS|9|Michael G Miller|FCH9ZVW|NTX||NON|NON,554201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaFggBA,|CST|52|92|BAS|5|Bradley McElhaney|FCHJT|NTX||NON|NON,554202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCCBBggA,|CST|52|92|BAS|9|Sharon Pink|FCH2JQN|NTX||NON|NON,554203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPFaaBBaaBBggABB,|CST|52|92|BAS|29|David Draper|FCH99|NTX||NON|NON,554204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCaaggggCE,|CST|52|92|BAS|5|Marty Whitley|FCHBA|NTX||NON|NON,554205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBggC,|CST|52|92|BAS|529|Allen Crosby|FCHDKC|NTX||NON|NON,554206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaFBEC,|CST|52|92|BAS|55|Sam Faivre|FCH259VQM|NTX||NON|NON,554207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCDaaED,|CST|52|92|BAS||Jill Markiewicz|FCHAKYR|NTX||NON|NON,554208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaBBggE,|CST|52|92|BAS||James D. Wood|FCH2ALAB|NTX||NON|NON,554209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggABBaaaaBFE,|CST|52|92|BAS|92|Brandon Trujillo|FCHA2UV|NTX||REC|NON,554210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECEEF,|CST|52|92|NON|XXXX|UNASSIGNED|UNKNOWN|NTX||NON|,554211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPaaBBCBBggC,|CST|52|92|STD|5|Gustavo Molina|UNKNOWN|NTX||REC|,554212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPggBBEaaBBaagg,|CST|52|92|STD||Travon Blagmon|FCH2AKX|NTX||REC|,554213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCaaggggCaaEB,|CST|52|92|STD||Kyle Buteau|FCH9D2|NTX||REC|,554214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCCBBBBA,|CST|52|92|STD|55|Jeffrey Simpson|FCH2JQN|NTX||NON|,554215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCCBAD,|CST|52|92|STD||John Hansen|FCH29FE|NTX||NON|NON,554216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPECEABBFDA,|CST|52|92|STD|9|Aleksander Tijanic|UNKNOWN|NTX||NON|,554217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCBBCADDC,|CST|52|92|STD||Keith Swartz|UNKNOWN|NTX||NON|,554218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDCBBggCaagg,|CST|52|92|STD||Brian Beck|FCH2HC|NTX||REC|NON,554219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPBBCggDBggBBBaa,|CST|52|92|STD|5|Justin Rieger|FCH9SKM|NTX||NON|,554220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPECEABBAB,|CST|52|92|STD||Zoe Thompson|FCH25SVT|NTX||NON|,554221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCECBBD,|CST|52|92|STD|9|Jason Savino|FCH2WG|NTX||NON|NON,554222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCCBBDEC,|CST|52|92|STD|522|Michael Worden|UNKNOWN|NTX||REC|,554223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCBBCA,|CST|52|92|STD|529|James Contreras|UNKNOWN|NTX||REC|,554224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPCBBCAggE,|CST|52|92|STD|5|Nicholas Clark|FCHAZZ|NTX||NON|,554225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPEBBggaaEDF,|CST|52|92|STD|5|Darin Bockman|FCHHU5|NTX||NON|,554226,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPDBFDCCF,|CST|52|92|NON|XXXX|UNASSIGNED|FCH9P|NTX|NON|NON|NON,554227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaagg,|CST|52|CIPC|BAS|5|Andrew Feeney|UNKNOWN|FOP|NON|NON|NON,554228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaagg,|CST|52|CIPC|BAS|5|Ganesh Kamath|UNKNOWN|FOP||NON|NON,554229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52|CIPC|BAS||Mary McAllister|UNKNOWN|FOP||NON|NON,554230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaggBB,|CST|52|CIPC|BAS|59|Enrique Delrosario|UNKNOWN|FOP||NON|NON,554231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52|CIPC|BAS||Ski Rogowski|UNKNOWN|FOP||REC|,554232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaBB,|CST|52|CIPC|BAS|9|Stephanie Matheny|UNKNOWN|FOP||NON|NON,554233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaggaaBB,|CST|52|CIPC|BAS|529|Mark Williamson|UNKNOWN|FOP||NON|NON,554234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaggaagg,|CST|52|CIPC|BAS|525|Ed Rhodes|UNKNOWN|FOP||NON|NON,554235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52|CIPC|BAS||Ronald Clemens|CIPC|FOP||NON|,554236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaagggg,|CST|52|CIPC|BAS|55|Jennifer Mulholland|CIPC|FOP||NON|,554237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaggBB,|CST|52|CIPC|BAS|59|Scott Carey|UNKNOWN|FOP|NON|NON|NON,554238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaagggg,|CST|52|CIPC|BAS|55|Leigh Bryner|CIPC|FOP||NON|NON,554239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggggaaaaaa,|CST|52|CIPC|BAS|222|T Salesforce Two|UNKNOWN|FOP||NON|,554240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaaggaa,|CST|52|CIPC|ENH|52|Angelo Campanile|UNKNOWN|FOP||REC|,554241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52|CIPC|ENH||Walter Duarte|UNKNOWN|FOP||NON|NON,554242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPCggaa,|CST|52|CIPC|STD||Kenneth E Meyers|UNKNOWN|FOP||REC|,554243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
